NiN 2 kode;FP;SP;TKode;HTGKode;HTKode;GTKode
M4-11,20;4;4;C-PE-NA;NA-M;M-A-05;M-A-05-13
M4-9,18;4;4;C-PE-NA;NA-M;M-A-05;M-A-05-14
M4-8,17;4;4;C-PE-NA;NA-M;M-A-05;M-A-05-15
M4-8,17;4;4;C-PE-NA;NA-M;M-A-05;M-A-05-16
M5;;;C-PE-NA;NA-M;M-A-06;M-A-06-0
M5-1;4;4;C-PE-NA;NA-M;M-A-06;M-A-06-01
M5-3;4;4;C-PE-NA;NA-M;M-A-06;M-A-06-02
M5-4;2;4;C-PE-NA;NA-M;M-A-06;M-A-06-03
M5-4;1;4;C-PE-NA;NA-M;M-A-06;M-A-06-04
M5-2,5;4;4;C-PE-NA;NA-M;M-A-06;M-A-06-05
M5-11;4;4;C-PE-NA;NA-M;M-A-06;M-A-06-06
M5-13;4;4;C-PE-NA;NA-M;M-A-06;M-A-06-07
M5-14;2;4;C-PE-NA;NA-M;M-A-06;M-A-06-08
M5-14;1;4;C-PE-NA;NA-M;M-A-06;M-A-06-09
M5-12,15;4;4;C-PE-NA;NA-M;M-A-06;M-A-06-10
M5-20;4;4;C-PE-NA;NA-M;M-A-06;M-A-06-11
M5-22;4;4;C-PE-NA;NA-M;M-A-06;M-A-06-12
M5-23;2;4;C-PE-NA;NA-M;M-A-06;M-A-06-13
M5-23;1;4;C-PE-NA;NA-M;M-A-06;M-A-06-14
M5-21,24;4;4;C-PE-NA;NA-M;M-A-06;M-A-06-15
M5-27,33;3;4;C-PE-NA;NA-M;M-A-06;M-A-06-16
M5-29,35;3;4;C-PE-NA;NA-M;M-A-06;M-A-06-17
M5-27,29,30,33,35,36;1;4;C-PE-NA;NA-M;M-A-06;M-A-06-18
M5-27,29,30,33,35,36;1;4;C-PE-NA;NA-M;M-A-06;M-A-06-19
M5-28,30;3;4;C-PE-NA;NA-M;M-A-06;M-A-06-20
Ms-8;4;4;C-PE-NA;NA-M;M-A-06;M-A-06-26
M5-9,18,26,32;4;4;C-PE-NA;NA-M;M-A-06;M-A-06-27
M5-10,19;4;4;C-PE-NA;NA-M;M-A-06;M-A-06-28
M5-7,17;4;4;C-PE-NA;NA-M;M-A-06;M-A-06-29
M5-6,16,25,31,37;4;4;C-PE-NA;NA-M;M-A-06;M-A-06-30
M5-34,36;4;4;C-PE-NA;NA-M;M-A-06;M-A-06-31
M8;4;4;C-PE-NA;NA-M;M-B-01;M-B-01-0
M8-1;1;4;C-PE-NA;NA-M;M-B-01;M-B-01-01
M8-1;1;4;C-PE-NA;NA-M;M-B-01;M-B-01-02
M8-1;1;4;C-PE-NA;NA-M;M-B-01;M-B-01-03
M8-1;0;4;C-PE-NA;NA-M;M-B-01;M-B-01-04
M8-1;1;4;C-PE-NA;NA-M;M-B-01;M-B-01-05
M7;4;4;C-PE-NA;NA-M;M-B-02;M-B-02-0
M7-3;4;4;C-PE-NA;NA-M;M-B-02;M-B-02-01
M7-4;4;4;C-PE-NA;NA-M;M-B-02;M-B-02-02
M6;4;4;C-PE-NA;NA-M;M-B-03;M-B-03-0
M6-1;4;4;C-PE-NA;NA-M;M-B-03;M-B-03-01
M6-2;4;4;C-PE-NA;NA-M;M-B-03;M-B-03-02
M3;1;4;C-PE-NA;NA-M;M-C-01;M-C-01-0
M3-11;4;4;C-PE-NA;NA-M;M-C-01;M-C-01-01
M3-12;4;4;C-PE-NA;NA-M;M-C-01;M-C-01-02
M3-13;4;4;C-PE-NA;NA-M;M-C-01;M-C-01-03
M3-18;4;4;C-PE-NA;NA-M;M-C-01;M-C-01-04
M3-10;0;4;C-PE-NA;NA-M;M-C-01;M-C-01-05
M1;0;4;C-PE-NA;NA-M;M-C-02;M-C-02-0
M1-8;4;4;C-PE-NA;NA-M;M-C-02;M-C-02-01
M1-9;4;2;C-PE-NA;NA-M;M-C-02;M-C-02-02
M1-9;4;2;C-PE-NA;NA-M;M-C-02;M-C-02-03
M1-10;4;4;C-PE-NA;NA-M;M-C-02;M-C-02-04
M1-12;4;4;C-PE-NA;NA-M;M-C-02;M-C-02-05
M1-14;4;4;C-PE-NA;NA-M;M-C-02;M-C-02-07
M1-15;4;4;C-PE-NA;NA-M;M-C-02;M-C-02-08
M1-20;4;4;C-PE-NA;NA-M;M-C-02;M-C-02-09
M1-21;4;4;C-PE-NA;NA-M;M-C-02;M-C-02-10
M1-22;4;4;C-PE-NA;NA-M;M-C-02;M-C-02-11
M1-23;4;3;C-PE-NA;NA-M;M-C-02;M-C-02-12
M1-29;4;4;C-PE-NA;NA-M;M-C-02;M-C-02-13
M9;4;4;C-PE-NA;NA-M;M-C-03;M-C-03-0
M9-1,4;3;3;C-PE-NA;NA-M;M-C-03;M-C-03-01
M9-8,9;3;3;C-PE-NA;NA-M;M-C-03;M-C-03-02
M9-2,3,5,6;4;4;C-PE-NA;NA-M;M-C-03;M-C-03-03
M9-7;4;4;C-PE-NA;NA-M;M-C-03;M-C-03-04
M5;0;4;C-PE-NA;NA-M;M-C-04;M-C-04-0
M4-21,25;2;4;C-PE-NA;NA-M;M-C-04;M-C-04-01
M4-23;2;4;C-PE-NA;NA-M;M-C-04;M-C-04-02
M4-22,24;2;4;C-PE-NA;NA-M;M-C-04;M-C-04-03
M4-21,25;1;4;C-PE-NA;NA-M;M-C-04;M-C-04-04
M4-23;1;4;C-PE-NA;NA-M;M-C-04;M-C-04-05
M4-22,24;1;4;C-PE-NA;NA-M;M-C-04;M-C-04-06
M4-27;2;4;C-PE-NA;NA-M;M-C-04;M-C-04-07
M4-27;1;4;C-PE-NA;NA-M;M-C-04;M-C-04-08
M4-28;4;4;C-PE-NA;NA-M;M-C-04;M-C-04-09
M4-44;4;4;C-PE-NA;NA-M;M-C-04;M-C-04-10
M10;4;4;C-PE-NA;NA-M;M-C-05;M-C-05-0
M10-1;4;4;C-PE-NA;NA-M;M-C-05;M-C-05-01
M10-4;4;4;C-PE-NA;NA-M;M-C-05;M-C-05-02
M10-2;4;4;C-PE-NA;NA-M;M-C-05;M-C-05-03
M10-5;4;4;C-PE-NA;NA-M;M-C-05;M-C-05-04
M10-3;4;4;C-PE-NA;NA-M;M-C-05;M-C-05-05
M11;4;4;C-PE-NA;NA-M;M-C-06;M-C-06-0
M11-1,2,3,4;3;3;C-PE-NA;NA-M;M-C-06;M-C-06-01
M11-7;2;4;C-PE-NA;NA-M;M-C-06;M-C-06-02
M11-5,6;1;4;C-PE-NA;NA-M;M-C-06;M-C-06-03
M11-7;1;4;C-PE-NA;NA-M;M-C-06;M-C-06-04
M11-5,6;2;4;C-PE-NA;NA-M;M-C-06;M-C-06-05
M12;4;4;C-PE-NA;NA-M;M-C-07;M-C-07-0
M12-1,2,3;4;4;C-PE-NA;NA-M;M-C-07;M-C-07-01
M12-4,5,6;4;4;C-PE-NA;NA-M;M-C-07;M-C-07-02
M12-7;4;4;C-PE-NA;NA-M;M-C-07;M-C-07-03
M13;4;4;C-PE-NA;NA-M;M-C-08;M-C-08-0
M13-1;4;4;C-PE-NA;NA-M;M-C-08;M-C-08-01
M13-3;4;4;C-PE-NA;NA-M;M-C-08;M-C-08-02
M13-2;4;4;C-PE-NA;NA-M;M-C-08;M-C-08-03
M13-4;4;4;C-PE-NA;NA-M;M-C-08;M-C-08-04
I2;4;4;C-PE-NA;NA-M;M-C-09;M-C-09-0
I2-1;1;4;C-PE-NA;NA-M;M-C-09;M-C-09-01
I2-1;1;4;C-PE-NA;NA-M;M-C-09;M-C-09-02
I2;4;4;C-PE-NA;NA-M;M-C-10;M-C-10-0
I2-1;1;4;C-PE-NA;NA-M;M-C-10;M-C-10-01
M7;1;4;C-PE-NA;NA-M;M-F-01;M-F-01-0
M7-1,2;3;4;C-PE-NA;NA-M;M-F-01;M-F-01-01
M7-1,2;0;4;C-PE-NA;NA-M;M-F-01;M-F-01-02
M14,M15;4;4;C-PE-NA;NA-M;M-M-01;M-M-01-0
M14-1;4;4;C-PE-NA;NA-M;M-M-01;M-M-01-01
M14-2;4;4;C-PE-NA;NA-M;M-M-01;M-M-01-02
M14-3;4;4;C-PE-NA;NA-M;M-M-01;M-M-01-03
M15-1,3;2;4;C-PE-NA;NA-M;M-M-01;M-M-01-04
M15-2;4;2;C-PE-NA;NA-M;M-M-01;M-M-01-05
M15-2;0;4;C-PE-NA;NA-M;M-M-01;M-M-01-06
M15-4;4;3;C-PE-NA;NA-M;M-M-02;M-M-02-0
M15-4;4;4;C-PE-NA;NA-M;M-M-02;M-M-02-02
L1;4;4;C-PE-NA;NA-L;L-A-01;L-A-01-0
L1-1;4;4;C-PE-NA;NA-L;L-A-01;L-A-01-01
L1-2;4;4;C-PE-NA;NA-L;L-A-01;L-A-01-02
L1-3;4;4;C-PE-NA;NA-L;L-A-01;L-A-01-03
L1-4;4;4;C-PE-NA;NA-L;L-A-01;L-A-01-04
L1-5;4;4;C-PE-NA;NA-L;L-A-01;L-A-01-05
L1-6;4;4;C-PE-NA;NA-L;L-A-01;L-A-01-06
L1-7;4;4;C-PE-NA;NA-L;L-A-01;L-A-01-07
L1-8;4;4;C-PE-NA;NA-L;L-A-01;L-A-01-08
L1-9;4;4;C-PE-NA;NA-L;L-A-01;L-A-01-09
L1-10;4;4;C-PE-NA;NA-L;L-A-01;L-A-01-10
L1-11;4;4;C-PE-NA;NA-L;L-A-01;L-A-01-11
L1-12;4;4;C-PE-NA;NA-L;L-A-01;L-A-01-12
L1-13;4;4;C-PE-NA;NA-L;L-A-01;L-A-01-13
L2;4;4;C-PE-NA;NA-L;L-A-02;L-A-02-0
L2-1;3;4;C-PE-NA;NA-L;L-A-02;L-A-02-01
L2-2;3;4;C-PE-NA;NA-L;L-A-02;L-A-02-02
L2-3;3;4;C-PE-NA;NA-L;L-A-02;L-A-02-03
L2-4;3;4;C-PE-NA;NA-L;L-A-02;L-A-02-04
L2-5;3;4;C-PE-NA;NA-L;L-A-02;L-A-02-05
L2-6;3;4;C-PE-NA;NA-L;L-A-02;L-A-02-06
L2-7;4;3;C-PE-NA;NA-L;L-A-02;L-A-02-07
L2-8;4;3;C-PE-NA;NA-L;L-A-02;L-A-02-08
L2-9;4;4;C-PE-NA;NA-L;L-A-02;L-A-02-09
L2-10;4;3;C-PE-NA;NA-L;L-A-02;L-A-02-10
L2-11;4;3;C-PE-NA;NA-L;L-A-02;L-A-02-11
L2-12;4;3;C-PE-NA;NA-L;L-A-02;L-A-02-12
L2-13;4;3;C-PE-NA;NA-L;L-A-02;L-A-02-13
L2-14;4;4;C-PE-NA;NA-L;L-A-02;L-A-02-14
L2-15;3;4;C-PE-NA;NA-L;L-A-02;L-A-02-15
L2-16;3;4;C-PE-NA;NA-L;L-A-02;L-A-02-16
L2-17;4;4;C-PE-NA;NA-L;L-A-02;L-A-02-17
L2-18;3;4;C-PE-NA;NA-L;L-A-02;L-A-02-18
L2-19;3;4;C-PE-NA;NA-L;L-A-02;L-A-02-19
L2-20;3;4;C-PE-NA;NA-L;L-A-02;L-A-02-20
L2-21;3;4;C-PE-NA;NA-L;L-A-02;L-A-02-21
L2-22;4;4;C-PE-NA;NA-L;L-A-02;L-A-02-22
L2-23;4;3;C-PE-NA;NA-L;L-A-02;L-A-02-23
L2-24;4;3;C-PE-NA;NA-L;L-A-02;L-A-02-24
L2-25;4;4;C-PE-NA;NA-L;L-A-02;L-A-02-25
L2-26;4;3;C-PE-NA;NA-L;L-A-02;L-A-02-26
L2-27;4;3;C-PE-NA;NA-L;L-A-02;L-A-02-27
L2-28;4;3;C-PE-NA;NA-L;L-A-02;L-A-02-28
L2-29;4;3;C-PE-NA;NA-L;L-A-02;L-A-02-29
L2-30;4;4;C-PE-NA;NA-L;L-A-02;L-A-02-30
L2-31;3;4;C-PE-NA;NA-L;L-A-02;L-A-02-31
ny;-;;C-PE-NA;NA-L;L-A-02;L-A-02-32
L3;4;4;C-PE-NA;NA-L;L-A-03;L-A-03-0
L3-1;4;4;C-PE-NA;NA-L;L-A-03;L-A-03-01
L3-2;4;4;C-PE-NA;NA-L;L-A-03;L-A-03-02
L3-3;4;4;C-PE-NA;NA-L;L-A-03;L-A-03-03
ny;-;;C-PE-NA;NA-L;L-A-03;L-A-03-04
L4;4;4;C-PE-NA;NA-L;L-B-01;L-B-01-0
L4-1;4;4;C-PE-NA;NA-L;L-B-01;L-B-01-01
L4-2;4;4;C-PE-NA;NA-L;L-B-01;L-B-01-02
L4-3;4;4;C-PE-NA;NA-L;L-B-01;L-B-01-03
L5;1;4;C-PE-NA;NA-L;L-B-02;L-B-02-0
L5-1;4;4;C-PE-NA;NA-L;L-B-02;L-B-02-01
L5-2;4;4;C-PE-NA;NA-L;L-B-02;L-B-02-02
L5-3;4;4;C-PE-NA;NA-L;L-B-02;L-B-02-03
L6;4;4;C-PE-NA;NA-L;L-C-01;L-C-01-0
L6-1;4;4;C-PE-NA;NA-L;L-C-01;L-C-01-01
L6-2;4;4;C-PE-NA;NA-L;L-C-01;L-C-01-02
L6-3;4;4;C-PE-NA;NA-L;L-C-01;L-C-01-03
L6-4;4;4;C-PE-NA;NA-L;L-C-01;L-C-01-04
L6-5;4;4;C-PE-NA;NA-L;L-C-01;L-C-01-05
L7;4;4;C-PE-NA;NA-L;L-C-02;L-C-02-0
L7-1;4;4;C-PE-NA;NA-L;L-C-02;L-C-02-01
L7-2;4;4;C-PE-NA;NA-L;L-C-02;L-C-02-02
L7-3;4;4;C-PE-NA;NA-L;L-C-02;L-C-02-03
L7-4;4;4;C-PE-NA;NA-L;L-C-02;L-C-02-04
L8;4;4;C-PE-NA;NA-L;L-C-03;L-C-03-0
L8-1;4;4;C-PE-NA;NA-L;L-C-03;L-C-03-01
L8-1;4;4;C-PE-NA;NA-L;L-C-03;L-C-03-02
L9;4;4;C-PE-NA;NA-L;L-C-04;L-C-04-0
L9-1;4;4;C-PE-NA;NA-L;L-C-04;L-C-04-01
L9-2;4;4;C-PE-NA;NA-L;L-C-04;L-C-04-02
L9-3;4;4;C-PE-NA;NA-L;L-C-04;L-C-04-03
L9-4;4;4;C-PE-NA;NA-L;L-C-04;L-C-04-04
L9-5;4;4;C-PE-NA;NA-L;L-C-04;L-C-04-05
L9-6;4;4;C-PE-NA;NA-L;L-C-04;L-C-04-06
ny ;-;;C-PE-NA;NA-L;L-C-04;L-C-04-07
ny ;-;;C-PE-NA;NA-L;L-C-05;L-C-05-0
ny ;-;;C-PE-NA;NA-L;L-C-05;L-C-05-01
ny ;-;;C-PE-NA;NA-L;L-C-05;L-C-05-02
ny ;-;;C-PE-NA;NA-L;L-C-06;L-C-06-0
ny ;-;;C-PE-NA;NA-L;L-C-06;L-C-06-01
ny ;-;;C-PE-NA;NA-L;L-C-06;L-C-06-02
L11;4;4;C-PE-NA;NA-L;L-G-01;L-G-01-0
L11-1;4;4;C-PE-NA;NA-L;L-G-01;L-G-01-01
L11-2;4;4;C-PE-NA;NA-L;L-G-01;L-G-01-02
L12;4;4;C-PE-NA;NA-L;L-J-01;L-J-01-0
L12-1;4;4;C-PE-NA;NA-L;L-J-01;L-J-01-01
L14;4;4;C-PE-NA;NA-L;L-M-01;L-M-01-0
L14-1;4;4;C-PE-NA;NA-L;L-M-01;L-M-01-01
L14-2;4;4;C-PE-NA;NA-L;L-M-01;L-M-01-02
L14-3;4;4;C-PE-NA;NA-L;L-M-01;L-M-01-03
L14-4;4;4;C-PE-NA;NA-L;L-M-01;L-M-01-04
L14-5;4;4;C-PE-NA;NA-L;L-M-01;L-M-01-05
L15;4;4;C-PE-NA;NA-L;L-M-02;L-M-02-0
L15-1;4;4;C-PE-NA;NA-L;L-M-02;L-M-02-01
L15-2;4;4;C-PE-NA;NA-L;L-M-02;L-M-02-02
L15-3;4;4;C-PE-NA;NA-L;L-M-02;L-M-02-03
L15-4;4;4;C-PE-NA;NA-L;L-M-02;L-M-02-04
ny;-;;C-PE-NA;NA-L;L-M-03;L-M-03-0
ny;-;;C-PE-NA;NA-L;L-M-03;L-M-03-01
ny;-;;C-PE-NA;NA-L;L-M-03;L-M-03-02
ny;-;;C-PE-NA;NA-L;L-M-03;L-M-03-03
ny;-;;C-PE-NA;NA-L;L-M-03;L-M-03-04
L16;4;4;C-PE-NA;NA-L;L-M-04;L-M-04-0
L16-1;4;4;C-PE-NA;NA-L;L-M-04;L-M-04-01
L16-2;4;4;C-PE-NA;NA-L;L-M-04;L-M-04-02
L16-3;4;4;C-PE-NA;NA-L;L-M-04;L-M-04-03
L16-4;4;4;C-PE-NA;NA-L;L-M-04;L-M-04-04
L16-5;4;4;C-PE-NA;NA-L;L-M-04;L-M-04-05
L17;4;4;C-PE-NA;NA-L;L-M-05;L-M-05-0
L17-1;4;4;C-PE-NA;NA-L;L-M-05;L-M-05-01
L17-2;4;4;C-PE-NA;NA-L;L-M-05;L-M-05-02
L17-3;4;4;C-PE-NA;NA-L;L-M-05;L-M-05-03
L17-4;4;4;C-PE-NA;NA-L;L-M-05;L-M-05-04
L17-5;4;4;C-PE-NA;NA-L;L-M-05;L-M-05-05
L17-6;4;4;C-PE-NA;NA-L;L-M-05;L-M-05-06
L17-7;4;4;C-PE-NA;NA-L;L-M-05;L-M-05-07
O1;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-0
O1-1;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-01
O1-2;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-02
O1-3;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-03
O1-4;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-04
O1-5;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-05
O1-6;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-06
O1-7;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-07
O1-8;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-08
O1-9;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-09
O1-10;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-10
O1-11;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-11
O1-12;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-12
O1-13;3;4;C-PE-NA;NA-O;O-A-01;O-A-01-13
O1-14;3;4;C-PE-NA;NA-O;O-A-01;O-A-01-14
O1-15;3;4;C-PE-NA;NA-O;O-A-01;O-A-01-15
O1-16;3;4;C-PE-NA;NA-O;O-A-01;O-A-01-16
O1-13;1;4;C-PE-NA;NA-O;O-A-01;O-A-01-17
O1-14;1;4;C-PE-NA;NA-O;O-A-01;O-A-01-18
O1-15;1;4;C-PE-NA;NA-O;O-A-01;O-A-01-19
O1-16;1;4;C-PE-NA;NA-O;O-A-01;O-A-01-20
O1-17;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-21
O1-18;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-22
O1-19;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-23
O1-20;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-24
O1-21;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-25
O1-22;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-26
O1-23;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-27
O1-24;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-28
O1-25;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-29
O1-26;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-30
O1-27;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-31
O1-28;4;4;C-PE-NA;NA-O;O-A-01;O-A-01-32
O2;4;4;C-PE-NA;NA-O;O-A-02;O-A-02-0
O2-1;4;4;C-PE-NA;NA-O;O-A-02;O-A-02-01
O2-2;4;2;C-PE-NA;NA-O;O-A-02;O-A-02-02
O2-3,4;4;2;C-PE-NA;NA-O;O-A-02;O-A-02-03
O2-5;2;4;C-PE-NA;NA-O;O-A-02;O-A-02-04
O2-6;1;4;C-PE-NA;NA-O;O-A-02;O-A-02-05
O2-7;4;4;C-PE-NA;NA-O;O-A-02;O-A-02-06
O2-8;4;2;C-PE-NA;NA-O;O-A-02;O-A-02-07
O2-9,10;4;2;C-PE-NA;NA-O;O-A-02;O-A-02-08
O2-11;2;4;C-PE-NA;NA-O;O-A-02;O-A-02-09
O2-12;1;4;C-PE-NA;NA-O;O-A-02;O-A-02-10
O2-13;4;4;C-PE-NA;NA-O;O-A-02;O-A-02-11
O2-14;4;2;C-PE-NA;NA-O;O-A-02;O-A-02-12
O2-15,16;4;2;C-PE-NA;NA-O;O-A-02;O-A-02-13
O2-17;4;1;C-PE-NA;NA-O;O-A-02;O-A-02-14
O2-17;2;4;C-PE-NA;NA-O;O-A-02;O-A-02-15
O2-18;1;4;C-PE-NA;NA-O;O-A-02;O-A-02-16
O2-19;4;4;C-PE-NA;NA-O;O-A-02;O-A-02-17
O2-20;4;4;C-PE-NA;NA-O;O-A-02;O-A-02-18
ny ;-;;C-PE-NA;NA-O;O-A-02;O-A-02-19
O2-21;4;4;C-PE-NA;NA-O;O-A-02;O-A-02-20
ny ;-;;C-PE-NA;NA-O;O-A-02;O-A-02-21
L5;2;4;C-PE-NA;NA-O;O-B-01;O-B-01-0
L5-4;4;4;C-PE-NA;NA-O;O-B-01;O-B-01-01
L5-5;4;4;C-PE-NA;NA-O;O-B-01;O-B-01-02
O3;4;4;C-PE-NA;NA-O;O-C-01;O-C-01-0
O3-1;4;4;C-PE-NA;NA-O;O-C-01;O-C-01-01
O3-2;4;4;C-PE-NA;NA-O;O-C-01;O-C-01-02
O3-3;4;4;C-PE-NA;NA-O;O-C-01;O-C-01-03
O3-4;4;4;C-PE-NA;NA-O;O-C-01;O-C-01-04
O3-5;4;4;C-PE-NA;NA-O;O-C-01;O-C-01-05
O3-6;4;4;C-PE-NA;NA-O;O-C-01;O-C-01-06
O3-7;4;4;C-PE-NA;NA-O;O-C-01;O-C-01-07
O3-8;4;4;C-PE-NA;NA-O;O-C-01;O-C-01-08
O3-9;4;4;C-PE-NA;NA-O;O-C-01;O-C-01-09
O3-10;4;4;C-PE-NA;NA-O;O-C-01;O-C-01-10
O3-11;4;4;C-PE-NA;NA-O;O-C-01;O-C-01-11
O3-12;4;4;C-PE-NA;NA-O;O-C-01;O-C-01-12
O3-13;4;4;C-PE-NA;NA-O;O-C-01;O-C-01-13
O3-14;4;4;C-PE-NA;NA-O;O-C-01;O-C-01-14
O4;4;4;C-PE-NA;NA-O;O-C-02;O-C-02-0
O4-1;4;4;C-PE-NA;NA-O;O-C-02;O-C-02-01
O4-2;4;4;C-PE-NA;NA-O;O-C-02;O-C-02-02
O4-3;4;4;C-PE-NA;NA-O;O-C-02;O-C-02-03
O4-4;4;4;C-PE-NA;NA-O;O-C-02;O-C-02-04
O4-5;4;4;C-PE-NA;NA-O;O-C-02;O-C-02-05
O4-6;4;4;C-PE-NA;NA-O;O-C-02;O-C-02-06
O4-7;4;4;C-PE-NA;NA-O;O-C-02;O-C-02-07
O4-8;4;4;C-PE-NA;NA-O;O-C-02;O-C-02-08
O4-9;4;4;C-PE-NA;NA-O;O-C-02;O-C-02-09
ny ;-;;C-PE-NA;NA-O;O-C-03;O-C-03-0
ny ;-;;C-PE-NA;NA-O;O-C-03;O-C-03-01
ny ;-;;C-PE-NA;NA-O;O-C-03;O-C-03-02
O5;4;4;C-PE-NA;NA-O;O-G-01;O-G-01-0
O5-1;4;4;C-PE-NA;NA-O;O-G-01;O-G-01-01
O6;4;4;C-PE-NA;NA-O;O-M-01;O-M-01-0
O6-1;4;4;C-PE-NA;NA-O;O-M-01;O-M-01-01
O6-2;4;4;C-PE-NA;NA-O;O-M-01;O-M-01-02
O6-3;4;4;C-PE-NA;NA-O;O-M-01;O-M-01-03
O6-4;4;4;C-PE-NA;NA-O;O-M-01;O-M-01-04
O6-5;4;4;C-PE-NA;NA-O;O-M-01;O-M-01-05
O6;4;4;C-PE-NA;NA-O;O-M-02;O-M-02-0
O7-1;4;4;C-PE-NA;NA-O;O-M-02;O-M-02-01
O7-2;4;4;C-PE-NA;NA-O;O-M-02;O-M-02-02
O7-3;4;4;C-PE-NA;NA-O;O-M-02;O-M-02-03
O7-4;4;4;C-PE-NA;NA-O;O-M-02;O-M-02-04
T1;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-0
T1-1;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-01
T1-2;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-02
T1-3;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-03
T1-4;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-04
T1-5;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-05
T1-6;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-06
T1-7;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-07
T1-8;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-08
T1-9;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-09
T1-10;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-10
T1-11;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-11
T1-12;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-12
T1-13;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-13
T1-14;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-14
T1-15;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-15
T1-16;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-16
T1-17;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-17
T1-18;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-18
T1-19;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-19
T1-20;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-20
T1-41;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-21
T1-42;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-22
T1-43;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-23
T1-44;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-24
T1-45;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-25
T1-46;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-26
T1-47;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-27
T1-48;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-28
T1-49;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-29
T1-50;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-30
T1-51;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-31
T1-52;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-32
T1-53;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-33
T1-54;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-34
T1-55;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-35
T1-56;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-36
T1-57;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-37
T1-58;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-38
T1-59;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-39
T1-60;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-40
T1-21;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-41
T1-22;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-42
T1-23;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-43
T1-24;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-44
T1-25;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-45
T1-26;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-46
T1-27;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-47
T1-28;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-48
T1-29;4;4;C-PE-NA;NA-T;T-A-01;T-A-01-49
